Institution code (UKPRN)	Institution name	Institution sort order	Main panel	Unit of assessment number	Unit of assessment name	Multiple submission letter	Multiple submission name	Joint submission	Profile	FTE Category A staff submitted	4*	3*	2*	1*	unclassified
H-0159	University of Sheffield	122	D	27	Area Studies				Overall	22	5	25	40	25	5
H-0159	University of Sheffield	122	D	28	Modern Languages				Overall	53.5	20	30	35	15	0
H-0159	University of Sheffield	122	D	29	English Language & Literature				Overall	42	30	25	40	5	0
H-0159	University of Sheffield	122	D	30	History				Overall	29	35	30	25	10	0
H-0159	University of Sheffield	122	D	32	Philosophy				Overall	19	35	35	30	0	0
H-0159	University of Sheffield	122	D	33	Theology & Religious Studies				Overall	8	20	45	35	0	0
H-0159	University of Sheffield	122	D	35	Music, Drama, Dance, Performing Arts				Overall	12.4	45	35	20	0	0
H-0159	University of Sheffield	122	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	29.2	5	50	10	30	5
H-0075	Sheffield Hallam University	123	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	52.5	0	25	40	25	10
H-0075	Sheffield Hallam University	123	A	4	Psychology, Psychiatry & Neuroscience				Overall	12	0	10	35	55	0
H-0075	Sheffield Hallam University	123	B	13	Elec Engineering, Metallurgy & Materials				Overall	20	5	30	40	25	0
H-0075	Sheffield Hallam University	123	C	16	Architecture, Built Environment & Planning				Overall	24.8	20	30	35	15	0
H-0075	Sheffield Hallam University	123	C	19	Business & Management Studies				Overall	23.1	5	20	40	30	5
H-0075	Sheffield Hallam University	123	C	20	Law				Overall	9	0	5	35	55	5
H-0075	Sheffield Hallam University	123	C	25	Education				Overall	14	5	20	35	35	5
H-0075	Sheffield Hallam University	123	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	31.4	10	25	40	20	5
H-0075	Sheffield Hallam University	123	D	29	English Language & Literature				Overall	18.51	5	25	55	15	0
H-0075	Sheffield Hallam University	123	D	30	History				Overall	14.6	10	20	40	25	5
H-0075	Sheffield Hallam University	123	D	34	Art & Design: History, Practice, Theory				Overall	30.05	20	30	15	35	0
H-0075	Sheffield Hallam University	123	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	36.1	5	35	55	5	0
H-0146	School of Oriental and African Studies	124	C	19	Business & Management Studies				Overall	14	5	35	50	10	0
H-0146	School of Oriental and African Studies	124	C	20	Law				Overall	21.3	5	40	40	15	0
H-0146	School of Oriental and African Studies	124	C	21	Politics & International Studies				Overall	18.25	15	45	30	10	0
H-0146	School of Oriental and African Studies	124	C	24	Anthropology & Development Studies				Overall	50	10	30	40	20	0
H-0146	School of Oriental and African Studies	124	D	27	Area Studies				Overall	53.3	30	35	20	10	5
H-0146	School of Oriental and African Studies	124	D	28	Modern Languages				Overall	19	10	25	35	20	10
H-0146	School of Oriental and African Studies	124	D	30	History				Overall	27.4	30	30	30	10	0
H-0146	School of Oriental and African Studies	124	D	33	Theology & Religious Studies				Overall	16.9	15	50	25	10	0
H-0146	School of Oriental and African Studies	124	D	34	Art & Design: History, Practice, Theory				Overall	11.5	30	20	40	10	0
H-0146	School of Oriental and African Studies	124	D	35	Music, Drama, Dance, Performing Arts				Overall	8.2	35	45	10	10	0
H-0076	London South Bank University	125	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	11.5	5	30	45	15	5
H-0076	London South Bank University	125	A	4	Psychology, Psychiatry & Neuroscience				Overall	9.5	0	20	50	20	10
H-0076	London South Bank University	125	B	11	Computer Science & Informatics				Overall	7	5	25	50	20	0
H-0076	London South Bank University	125	B	15	General Engineering				Overall	17.06	5	55	35	5	0
H-0076	London South Bank University	125	C	19	Business & Management Studies				Overall	3.69	5	15	30	40	10
H-0076	London South Bank University	125	C	22	Social Work & Social Policy				Overall	18.8	15	45	35	5	0
H-0076	London South Bank University	125	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	6	5	20	40	35	0
H-0076	London South Bank University	125	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	13.5	15	25	45	15	0
H-0160	University of Southampton	126	A	1	Clinical Medicine				Overall	130.44	10	50	35	5	0
H-0160	University of Southampton	126	A	2	Public Health, Health Services & Primary Care				Overall	5.55	25	60	15	0	0
H-0160	University of Southampton	126	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	44.3	0	25	35	30	10
H-0160	University of Southampton	126	A	4	Psychology, Psychiatry & Neuroscience				Overall	39.1	15	45	35	5	0
H-0160	University of Southampton	126	A	5	Biological Sciences				Overall	41.66	10	40	35	15	0
H-0160	University of Southampton	126	B	7	Earth Systems & Environmental Sciences				Overall	62.83	20	50	25	5	0
H-0160	University of Southampton	126	B	8	Chemistry				Overall	41.2	10	50	35	5	0
H-0160	University of Southampton	126	B	9	Physics				Overall	45.3	15	40	40	5	0
H-0160	University of Southampton	126	B	10	Mathematical Sciences				Overall	60.75	15	50	30	5	0
H-0160	University of Southampton	126	B	11	Computer Science & Informatics				Overall	41.4	35	50	15	0	0
H-0160	University of Southampton	126	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	132.49	15	45	35	5	0
H-0160	University of Southampton	126	B	13	Elec Engineering, Metallurgy & Materials				Overall	65	25	40	30	5	0
H-0160	University of Southampton	126	B	14	Civil and Construction Engineering				Overall	35.67	25	55	20	0	0
H-0160	University of Southampton	126	C	17	Geography, Environmental Studies & Archaeology				Overall	53.95	25	35	35	5	0
H-0160	University of Southampton	126	C	18	Economics & Econometrics				Overall	27.25	20	60	20	0	0
H-0160	University of Southampton	126	C	19	Business & Management Studies				Overall	36.2	15	40	35	10	0
H-0160	University of Southampton	126	C	20	Law				Overall	32.45	5	45	45	5	0
H-0160	University of Southampton	126	C	21	Politics & International Studies				Overall	18.25	5	25	40	30	0
H-0160	University of Southampton	126	C	22	Social Work & Social Policy				Overall	41.5	0	35	60	5	0
H-0160	University of Southampton	126	C	25	Education				Overall	24.4	10	25	45	20	0
H-0160	University of Southampton	126	D	27	Area Studies				Overall	23	30	25	30	10	5
H-0160	University of Southampton	126	D	29	English Language & Literature				Overall	23.2	25	40	25	10	0
H-0160	University of Southampton	126	D	30	History				Overall	23.15	30	40	25	5	0
H-0160	University of Southampton	126	D	32	Philosophy				Overall	9.5	5	35	60	0	0
H-0160	University of Southampton	126	D	34	Art & Design: History, Practice, Theory				Overall	21.92	15	35	40	10	0
H-0160	University of Southampton	126	D	35	Music, Drama, Dance, Performing Arts				Overall	17.5	50	30	15	5	0
H-0037	Southampton Solent University	127	B	15	General Engineering				Overall	7	5	5	20	50	20
H-0037	Southampton Solent University	127	C	20	Law				Overall	7.2	0	0	10	65	25
H-0037	Southampton Solent University	127	D	34	Art & Design: History, Practice, Theory				Overall	17.7	5	15	50	20	10
H-0173	University of St Andrews	128	A	1	Clinical Medicine				Overall	7.5	15	25	35	25	0
H-0173	University of St Andrews	128	A	4	Psychology, Psychiatry & Neuroscience				Overall	33.9	20	45	35	0	0
H-0173	University of St Andrews	128	A	5	Biological Sciences				Overall	45.5	10	40	45	5	0
H-0173	University of St Andrews	128	B	8	Chemistry				Overall	33	30	40	30	0	0
H-0173	University of St Andrews	128	B	9	Physics				Overall	32.2	25	40	30	5	0
H-0173	University of St Andrews	128	B	10	Mathematical Sciences				Overall	34	20	45	30	5	0
H-0173	University of St Andrews	128	B	11	Computer Science & Informatics				Overall	21	15	45	35	5	0
H-0173	University of St Andrews	128	C	17	Geography, Environmental Studies & Archaeology				Overall	29	20	40	35	5	0
H-0173	University of St Andrews	128	C	18	Economics & Econometrics				Overall	27.15	15	40	45	0	0
H-0173	University of St Andrews	128	C	19	Business & Management Studies				Overall	22	10	50	35	5	0
H-0173	University of St Andrews	128	C	21	Politics & International Studies				Overall	27	10	35	35	20	0
H-0173	University of St Andrews	128	C	24	Anthropology & Development Studies				Overall	11.66	25	30	30	15	0
H-0173	University of St Andrews	128	D	28	Modern Languages				Overall	28.33	10	45	30	10	5
H-0173	University of St Andrews	128	D	29	English Language & Literature				Overall	24.99	35	35	20	10	0
H-0173	University of St Andrews	128	D	30	History				Overall	41.49	20	40	35	5	0
H-0173	University of St Andrews	128	D	31	Classics				Overall	18	15	45	35	5	0
H-0173	University of St Andrews	128	D	32	Philosophy				Overall	19.18	40	35	25	0	0
H-0173	University of St Andrews	128	D	33	Theology & Religious Studies				Overall	16	20	30	45	5	0
H-0173	University of St Andrews	128	D	34	Art & Design: History, Practice, Theory				Overall	14.2	15	60	15	10	0
H-0173	University of St Andrews	128	D	35	Music, Drama, Dance, Performing Arts				Overall	5	50	35	15	0	0
H-0145	St George's Hospital Medical School	129	A	1	Clinical Medicine				Overall	49.86	5	40	45	10	0
H-0145	St George's Hospital Medical School	129	A	2	Public Health, Health Services & Primary Care				Overall	10.94	10	55	30	5	0
H-0145	St George's Hospital Medical School	129	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	7	15	30	25	20	10
H-0145	St George's Hospital Medical School	129	A	4	Psychology, Psychiatry & Neuroscience				Overall	3.83	5	10	45	20	20
H-0145	St George's Hospital Medical School	129	A	5	Biological Sciences				Overall	46.4	5	35	45	5	10
H-0145	St George's Hospital Medical School	129	C	25	Education				Overall	3.2	0	25	25	35	15
H-0039	St Mary's University College	130	C	25	Education				Overall	4.6	0	10	20	40	30
H-0039	St Mary's University College	130	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	5.2	0	10	30	50	10
H-0039	St Mary's University College	130	D	29	English Language & Literature				Overall	9.5	10	10	35	30	15
H-0039	St Mary's University College	130	D	33	Theology & Religious Studies				Overall	10.7	10	30	35	20	5
H-0077	Staffordshire University	131	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	12.8	0	5	10	45	40
H-0077	Staffordshire University	131	B	10	Mathematical Sciences				Overall	1	0	0	0	95	5
H-0077	Staffordshire University	131	B	11	Computer Science & Informatics				Overall	7	0	30	45	25	0
H-0077	Staffordshire University	131	B	15	General Engineering				Overall	6	5	45	40	10	0
H-0077	Staffordshire University	131	C	25	Education				Overall	8.3	5	30	25	35	5
H-0077	Staffordshire University	131	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	12.3	0	20	40	30	10
H-0077	Staffordshire University	131	D	32	Philosophy				Overall	2	0	20	60	20	0
H-0077	Staffordshire University	131	D	34	Art & Design: History, Practice, Theory				Overall	10.5	0	10	15	65	10
H-0077	Staffordshire University	131	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	11.5	5	20	30	45	0
H-0174	University of Stirling	132	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	16.6	20	30	35	10	5
H-0174	University of Stirling	132	A	4	Psychology, Psychiatry & Neuroscience				Overall	24.2	5	10	55	30	0
H-0174	University of Stirling	132	A	6	Agriculture, Veterinary & Food Science				Overall	32.9	5	45	40	10	0
H-0174	University of Stirling	132	B	7	Earth Systems & Environmental Sciences				Overall	19.8	5	35	50	10	0
H-0174	University of Stirling	132	B	11	Computer Science & Informatics				Overall	10	5	40	45	10	0
H-0174	University of Stirling	132	C	18	Economics & Econometrics				Overall	7.6	15	45	40	0	0
H-0174	University of Stirling	132	C	19	Business & Management Studies				Overall	42.7	10	30	40	20	0
H-0174	University of Stirling	132	C	20	Law				Overall	7	5	35	30	30	0
H-0174	University of Stirling	132	C	21	Politics & International Studies				Overall	6	5	10	45	35	5
H-0174	University of Stirling	132	C	22	Social Work & Social Policy				Overall	25.8	10	45	40	5	0
H-0174	University of Stirling	132	C	25	Education				Overall	20.6	15	40	35	10	0
H-0174	University of Stirling	132	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	11.6	15	25	45	15	0
H-0174	University of Stirling	132	D	27	Area Studies				Overall	12.03	5	25	45	20	5
H-0174	University of Stirling	132	D	29	English Language & Literature				Overall	17	10	45	35	10	0
H-0174	University of Stirling	132	D	30	History				Overall	18.5	15	35	40	5	5
H-0174	University of Stirling	132	D	32	Philosophy				Overall	11	25	45	30	0	0
H-0174	University of Stirling	132	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	14	10	60	25	5	0
H-0193	Stranmillis University College	133	C	25	Education				Overall	6	5	20	15	40	20
H-0169	University of Strathclyde	134	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	61.5	15	40	30	15	0
H-0169	University of Strathclyde	134	A	4	Psychology, Psychiatry & Neuroscience				Overall	17	0	30	45	25	0
H-0169	University of Strathclyde	134	B	8	Chemistry				Overall	26.4	10	60	25	5	0
H-0169	University of Strathclyde	134	B	9	Physics				Overall	31.67	5	35	50	10	0
H-0169	University of Strathclyde	134	B	10	Mathematical Sciences				Overall	34.66	10	30	45	15	0
H-0169	University of Strathclyde	134	B	11	Computer Science & Informatics				Overall	13.4	15	35	40	10	0
H-0169	University of Strathclyde	134	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	60	15	35	35	15	0
H-0169	University of Strathclyde	134	B	13	Elec Engineering, Metallurgy & Materials				Overall	65	15	35	40	10	0
H-0169	University of Strathclyde	134	B	14	Civil and Construction Engineering				Overall	21	5	35	30	25	5
H-0169	University of Strathclyde	134	B	15	General Engineering				Overall	11	15	45	25	15	0
H-0169	University of Strathclyde	134	C	16	Architecture, Built Environment & Planning				Overall	11.3	5	35	40	20	0
H-0169	University of Strathclyde	134	C	19	Business & Management Studies				Overall	88.88	25	40	30	5	0
H-0169	University of Strathclyde	134	C	20	Law				Overall	20.5	20	40	25	15	0
H-0169	University of Strathclyde	134	C	21	Politics & International Studies				Overall	13	0	30	45	20	5
H-0169	University of Strathclyde	134	C	22	Social Work & Social Policy				Overall	10.15	5	35	45	15	0
H-0169	University of Strathclyde	134	C	23	Sociology				Overall	9	0	20	55	25	0
H-0169	University of Strathclyde	134	C	25	Education				Overall	54.08	5	25	40	25	5
H-0169	University of Strathclyde	134	D	27	Area Studies				Overall	4.4	10	10	40	40	0
H-0169	University of Strathclyde	134	D	28	Modern Languages				Overall	5.5	0	20	55	25	0
H-0169	University of Strathclyde	134	D	29	English Language & Literature				Overall	14.6	15	30	45	10	0
H-0169	University of Strathclyde	134	D	30	History				Overall	15.1	5	35	45	15	0
H-0078	University of Sunderland	135	A	2	Public Health, Health Services & Primary Care				Overall	4.6	0	15	25	50	10
H-0078	University of Sunderland	135	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	25	0	20	25	40	15
H-0078	University of Sunderland	135	A	4	Psychology, Psychiatry & Neuroscience				Overall	8	0	5	30	65	0
H-0078	University of Sunderland	135	B	7	Earth Systems & Environmental Sciences				Overall	5	0	10	50	40	0
H-0078	University of Sunderland	135	B	11	Computer Science & Informatics				Overall	33.97	5	20	35	40	0
H-0078	University of Sunderland	135	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	9.25	5	15	20	40	20
H-0078	University of Sunderland	135	C	20	Law				Overall	11	0	0	35	60	5
H-0078	University of Sunderland	135	C	21	Politics & International Studies				Overall	3.7	0	5	35	50	10
H-0078	University of Sunderland	135	C	25	Education				Overall	9.8	0	25	30	40	5
H-0078	University of Sunderland	135	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	4	5	25	40	30	0
H-0078	University of Sunderland	135	D	29	English Language & Literature				Overall	5	10	30	50	10	0
H-0078	University of Sunderland	135	D	30	History				Overall	7.5	15	20	50	15	0
H-0078	University of Sunderland	135	D	33	Theology & Religious Studies				Overall	1	0	5	85	0	10
H-0078	University of Sunderland	135	D	34	Art & Design: History, Practice, Theory				Overall	33.07	5	35	35	15	10
H-0078	University of Sunderland	135	D	35	Music, Drama, Dance, Performing Arts				Overall	6.66	0	25	40	30	5
H-0078	University of Sunderland	135	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	13.44	15	50	30	5	0
H-0161	University of Surrey	136	A	2	Public Health, Health Services & Primary Care				Overall	31.03	0	5	50	40	5
H-0161	University of Surrey	136	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	61.65	20	40	35	5	0
H-0161	University of Surrey	136	A	4	Psychology, Psychiatry & Neuroscience				Overall	34.8	10	30	45	15	0
H-0161	University of Surrey	136	B	9	Physics				Overall	27.2	10	45	35	10	0
H-0161	University of Surrey	136	B	10	Mathematical Sciences				Overall	17.42	15	55	25	5	0
H-0161	University of Surrey	136	B	11	Computer Science & Informatics				Overall	16.2	10	40	30	15	5
H-0161	University of Surrey	136	B	13	Elec Engineering, Metallurgy & Materials				Overall	65.65	30	40	25	5	0
H-0161	University of Surrey	136	B	15	General Engineering				Overall	44.6	15	60	25	0	0
H-0161	University of Surrey	136	C	18	Economics & Econometrics				Overall	14.6	15	50	35	0	0
H-0161	University of Surrey	136	C	19	Business & Management Studies				Overall	46.4	10	40	40	10	0
H-0161	University of Surrey	136	C	23	Sociology				Overall	21.4	30	25	35	10	0
H-0161	University of Surrey	136	D	27	Area Studies				Overall	30.4	5	25	45	25	0
H-0161	University of Surrey	136	D	35	Music, Drama, Dance, Performing Arts				Overall	14.1	15	60	20	5	0
H-0162	University of Sussex	137	A	1	Clinical Medicine				Overall	34.5	5	30	45	20	0
H-0162	University of Sussex	137	A	4	Psychology, Psychiatry & Neuroscience				Overall	45	15	45	35	5	0
H-0162	University of Sussex	137	A	5	Biological Sciences				Overall	62.9	20	35	30	5	10
H-0162	University of Sussex	137	B	8	Chemistry				Overall	21	10	40	45	5	0
H-0162	University of Sussex	137	B	9	Physics				Overall	20	15	45	35	5	0
H-0162	University of Sussex	137	B	10	Mathematical Sciences				Overall	13	10	40	40	10	0
H-0162	University of Sussex	137	B	11	Computer Science & Informatics				Overall	33	20	50	25	5	0
H-0162	University of Sussex	137	B	15	General Engineering				Overall	22.5	10	50	35	5	0
H-0162	University of Sussex	137	C	17	Geography, Environmental Studies & Archaeology				Overall	19.3	15	50	30	5	0
H-0162	University of Sussex	137	C	18	Economics & Econometrics				Overall	10	10	50	40	0	0
H-0162	University of Sussex	137	C	20	Law				Overall	17.2	5	50	45	0	0
H-0162	University of Sussex	137	C	21	Politics & International Studies				Overall	45.6	15	40	40	5	0
H-0162	University of Sussex	137	C	22	Social Work & Social Policy				Overall	9	15	45	35	5	0
H-0162	University of Sussex	137	C	23	Sociology				Overall	14	25	30	25	15	5
H-0162	University of Sussex	137	C	24	Anthropology & Development Studies				Overall	22.35	25	30	35	10	0
H-0162	University of Sussex	137	C	25	Education				Overall	21.5	20	35	30	15	0
H-0162	University of Sussex	137	D	27	Area Studies				Overall	22	15	45	30	10	0
H-0162	University of Sussex	137	D	28	Modern Languages				Overall	5	0	30	25	35	10
H-0162	University of Sussex	137	D	29	English Language & Literature				Overall	33.5	20	35	40	5	0
H-0162	University of Sussex	137	D	30	History				Overall	21.6	25	40	25	10	0
H-0162	University of Sussex	137	D	32	Philosophy				Overall	11.5	10	50	40	0	0
H-0162	University of Sussex	137	D	34	Art & Design: History, Practice, Theory				Overall	7	45	25	30	0	0
H-0162	University of Sussex	137	D	35	Music, Drama, Dance, Performing Arts				Overall	7	20	45	30	5	0
H-0162	University of Sussex	137	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	18.45	15	60	25	0	0
H-0180	Swansea University	138	A	2	Public Health, Health Services & Primary Care				Overall	14.65	0	35	45	20	0
H-0180	Swansea University	138	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	69.15	20	35	35	10	0
H-0180	Swansea University	138	A	4	Psychology, Psychiatry & Neuroscience				Overall	26	5	30	45	20	0
H-0180	Swansea University	138	A	5	Biological Sciences				Overall	16	0	20	55	20	5
H-0180	Swansea University	138	B	9	Physics				Overall	20.75	10	40	45	5	0
H-0180	Swansea University	138	B	10	Mathematical Sciences				Overall	20.5	5	35	50	10	0
H-0180	Swansea University	138	B	11	Computer Science & Informatics				Overall	22	25	45	25	5	0
H-0180	Swansea University	138	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	12.5	10	35	50	5	0
H-0180	Swansea University	138	B	13	Elec Engineering, Metallurgy & Materials				Overall	30	15	45	35	5	0
H-0180	Swansea University	138	B	14	Civil and Construction Engineering				Overall	18	35	60	5	0	0
H-0180	Swansea University	138	B	15	General Engineering				Overall	18	15	65	20	0	0
H-0180	Swansea University	138	C	17	Geography, Environmental Studies & Archaeology				Overall	29.3	15	45	35	5	0
H-0180	Swansea University	138	C	18	Economics & Econometrics				Overall	18.2	15	45	40	0	0
H-0180	Swansea University	138	C	19	Business & Management Studies				Overall	21.75	10	30	45	15	0
H-0180	Swansea University	138	C	20	Law				Overall	25.05	5	40	50	5	0
H-0180	Swansea University	138	C	21	Politics & International Studies				Overall	13	5	15	60	20	0
H-0180	Swansea University	138	C	22	Social Work & Social Policy				Overall	17.5	10	50	30	10	0
H-0180	Swansea University	138	C	24	Anthropology & Development Studies				Overall	4.6	5	10	55	30	0
H-0180	Swansea University	138	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	9.28	0	0	35	55	10
H-0180	Swansea University	138	D	27	Area Studies				Overall	11	10	20	35	25	10
H-0180	Swansea University	138	D	28	Modern Languages				Overall	31	10	40	40	10	0
H-0180	Swansea University	138	D	29	English Language & Literature				Overall	24.28	10	50	30	10	0
H-0180	Swansea University	138	D	30	History				Overall	18	15	35	40	10	0
H-0180	Swansea University	138	D	31	Classics				Overall	13.6	5	20	50	25	0
H-0180	Swansea University	138	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	7.7	10	25	25	40	0
H-0091	Swansea Metropolitan University	139	B	15	General Engineering				Overall	2.2	10	20	45	25	0
H-0091	Swansea Metropolitan University	139	C	17	Geography, Environmental Studies & Archaeology				Overall	3.2	0	5	20	60	15
H-0091	Swansea Metropolitan University	139	C	25	Education				Overall	8.89	5	10	30	40	15
H-0091	Swansea Metropolitan University	139	D	34	Art & Design: History, Practice, Theory				Overall	10.8	5	25	55	10	5
H-0079	University of Teesside	140	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	21.53	0	20	35	35	10
H-0079	University of Teesside	140	B	11	Computer Science & Informatics				Overall	7	10	45	30	15	0
H-0079	University of Teesside	140	B	15	General Engineering				Overall	16.4	0	25	55	20	0
H-0079	University of Teesside	140	C	19	Business & Management Studies				Overall	12	5	20	35	40	0
H-0079	University of Teesside	140	C	23	Sociology				Overall	10	5	20	40	35	0
H-0079	University of Teesside	140	D	30	History				Overall	10.41	10	40	30	20	0
H-0080	Thames Valley University	141	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	17.63	10	30	35	20	5
H-0080	Thames Valley University	141	A	4	Psychology, Psychiatry & Neuroscience				Overall	8	0	0	30	50	20
H-0080	Thames Valley University	141	B	11	Computer Science & Informatics				Overall	5	0	15	40	40	5
H-0080	Thames Valley University	141	C	25	Education				Overall	1.4	0	25	30	30	15
H-0080	Thames Valley University	141	D	34	Art & Design: History, Practice, Theory				Overall	4.2	0	20	25	55	0
H-0080	Thames Valley University	141	D	35	Music, Drama, Dance, Performing Arts				Overall	11.5	0	10	25	50	15
H-0080	Thames Valley University	141	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	5	0	20	30	45	5
H-0149	University College London	142	A	1	Clinical Medicine				Overall	381.32	35	35	25	5	0
H-0149	University College London	142	A	2	Public Health, Health Services & Primary Care				Overall	88.8	10	35	30	20	5
H-0149	University College London	142	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	66.5	20	35	30	10	5
H-0149	University College London	142	A	4	Psychology, Psychiatry & Neuroscience				Overall	155.62	30	45	20	5	0
H-0149	University College London	142	A	5	Biological Sciences				Overall	125.36	35	35	20	0	10
H-0149	University College London	142	B	7	Earth Systems & Environmental Sciences				Overall	31.5	25	55	20	0	0
H-0149	University College London	142	B	8	Chemistry				Overall	53.75	15	50	35	0	0
H-0149	University College London	142	B	9	Physics				Overall	101.03	20	40	35	5	0
H-0149	University College London	142	B	10	Mathematical Sciences				Overall	45.25	10	40	40	10	0
H-0149	University College London	142	B	11	Computer Science & Informatics				Overall	54.4	35	45	20	0	0
H-0149	University College London	142	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	55	20	35	35	10	0
H-0149	University College London	142	B	13	Elec Engineering, Metallurgy & Materials				Overall	33	25	35	35	5	0
H-0149	University College London	142	B	14	Civil and Construction Engineering				Overall	35.6	15	40	40	5	0
H-0149	University College London	142	C	16	Architecture, Built Environment & Planning				Overall	72.12	20	40	25	15	0
H-0149	University College London	142	C	17	Geography, Environmental Studies & Archaeology				Overall	105.05	30	30	30	10	0
H-0149	University College London	142	C	18	Economics & Econometrics				Overall	32.2	55	40	5	0	0
H-0149	University College London	142	C	20	Law				Overall	42.8	35	40	20	5	0
H-0149	University College London	142	C	21	Politics & International Studies				Overall	15	20	45	25	10	0
H-0149	University College London	142	C	22	Social Work & Social Policy				Overall	7	15	60	25	0	0
H-0149	University College London	142	C	24	Anthropology & Development Studies				Overall	26.5	30	30	25	15	0
H-0149	University College London	142	D	28	Modern Languages				Overall	108	15	35	35	15	0
H-0149	University College London	142	D	29	English Language & Literature				Overall	25	30	35	25	10	0
H-0149	University College London	142	D	30	History				Overall	49	40	25	25	10	0
H-0149	University College London	142	D	31	Classics				Overall	12.5	30	35	35	0	0
H-0149	University College London	142	D	32	Philosophy				Overall	16.28	45	30	20	5	0
H-0149	University College London	142	D	33	Theology & Religious Studies				Overall	7.2	30	40	20	10	0
H-0149	University College London	142	D	34	Art & Design: History, Practice, Theory				Overall	35.2	30	50	10	10	0
H-0149	University College London	142	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	11.7	30	25	35	10	0
H-0117	University of East Anglia	143	A	2	Public Health, Health Services & Primary Care				Overall	37.5	5	40	45	10	0
H-0117	University of East Anglia	143	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	36.6	10	30	30	25	5
H-0117	University of East Anglia	143	A	4	Psychology, Psychiatry & Neuroscience				Overall	12	0	15	45	40	0
H-0117	University of East Anglia	143	A	5	Biological Sciences				Overall	58.7	10	40	40	10	0
H-0117	University of East Anglia	143	B	7	Earth Systems & Environmental Sciences				Overall	71.67	25	45	25	5	0
H-0117	University of East Anglia	143	B	8	Chemistry				Overall	30	5	50	45	0	0
H-0117	University of East Anglia	143	B	10	Mathematical Sciences				Overall	14	5	40	45	10	0
H-0117	University of East Anglia	143	B	11	Computer Science & Informatics				Overall	17.5	20	45	30	0	5
H-0117	University of East Anglia	143	C	18	Economics & Econometrics				Overall	13.5	15	50	30	5	0
H-0117	University of East Anglia	143	C	19	Business & Management Studies				Overall	21	10	35	45	10	0
H-0117	University of East Anglia	143	C	20	Law				Overall	20	5	35	40	20	0
H-0117	University of East Anglia	143	C	21	Politics & International Studies				Overall	9	10	15	50	25	0
H-0117	University of East Anglia	143	C	22	Social Work & Social Policy				Overall	16	10	45	35	10	0
H-0117	University of East Anglia	143	C	24	Anthropology & Development Studies				Overall	32	25	35	25	15	0
H-0117	University of East Anglia	143	C	25	Education				Overall	14.6	15	35	40	10	0
H-0117	University of East Anglia	143	D	27	Area Studies				Overall	11	20	30	40	5	5
H-0117	University of East Anglia	143	D	29	English Language & Literature				Overall	26.75	20	45	30	5	0
H-0117	University of East Anglia	143	D	30	History				Overall	26	20	40	30	10	0
H-0117	University of East Anglia	143	D	32	Philosophy				Overall	8	5	30	55	10	0
H-0117	University of East Anglia	143	D	34	Art & Design: History, Practice, Theory				Overall	16	50	20	25	5	0
H-0117	University of East Anglia	143	D	35	Music, Drama, Dance, Performing Arts				Overall	5	0	40	40	15	5
H-0117	University of East Anglia	143	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	9	50	40	10	0	0
H-0058	University of East London	144	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	12.5	10	20	35	35	0
H-0058	University of East London	144	A	4	Psychology, Psychiatry & Neuroscience				Overall	10.2	0	20	65	15	0
